OPCODE;MAINOUTITEMCODE;PRODQTY;REMAINQTY;PRODSTART;PRODEND;MAINRESOURCE;MASTEROPCODE;DEPARTMENT;PREVOPCODE;NEXTOPCODE
"I_101090:10";"101090";"350.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"M465050:10";
"I_101105:10";"101105";"50.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"None";
"I_101133:10";"101133";"4.700000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"M454115:10";
"I_101151:10";"101151";"4.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"None";
"I_102154:10";"102154";"11.900000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"None";
"I_102672:10";"102672";"4.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"LTT00003535:10";
"I_1028670:10";"1028670";"2.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"None";
"I_1030030:10";"1030030";"12.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"M450762:10";
"I_1030330:10";"1030330";"174.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"None";
"I_1032050:10";"1032050";"8.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"M484526:10";
"I_1035181:10";"1035181";"1.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"M482621:10";
"I_1035343:10";"1035343";"1.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"M438943:10";
"I_1035780:10";"1035780";"17.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"M481195:10;M458798:10";
"I_1035840:10";"1035840";"14.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"M481195:10;M458798:10";
"I_1035921:10";"1035921";"11.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"M314665:10;M458789:10";
"I_1035950:10";"1035950";"15.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"M355958:10";
"I_1035980:10";"1035980";"9.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"M315105:10";
"I_1036010:10";"1036010";"14.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"None";
"I_1036070:10";"1036070";"9.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"M315105:10";
"I_1036480:10";"1036480";"11.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"M498350:10";
"I_1037140:10";"1037140";"10.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"None";
"I_1037190:10";"1037190";"30.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"None";
"I_1037360:10";"1037360";"100.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"M444783:10";
"I_1038313:10";"1038313";"6.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"None";
"I_1038441:10";"1038441";"10.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"None";
"I_1038580:10";"1038580";"3.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"None";
"I_1039260:10";"1039260";"2.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"None";
"I_1039740:10";"1039740";"4.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"None";
"I_1040090:10";"1040090";"1.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"M461588:10";
"I_1040460:10";"1040460";"2.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"M495186:10;M442766:10";
"I_1040510:10";"1040510";"6.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"None";
"I_1040560:10";"1040560";"9.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"None";
"I_1040630:10";"1040630";"15.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"M495250:10";
"I_1040670:10";"1040670";"1.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"M495188:10";
"I_1040800:10";"1040800";"1.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"None";
"I_1041521:10";"1041521";"19.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"None";
"I_1041550:10";"1041550";"63.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"M478197:10;M500976:10";
"I_1041580:10";"1041580";"74.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"None";
"I_1041680:10";"1041680";"131.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"M439092:10;M503573:10;M503814:10";
"I_1041710:10";"1041710";"23.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"None";
"I_1041762:10";"1041762";"129.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"M433080:10;M503561:10;M503810:10";
"I_1041790:10";"1041790";"13.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"None";
"I_1041830:10";"1041830";"6.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"M489703:10";
"I_1041920:10";"1041920";"122.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"M459409:10;M459411:10";
"I_1041962:10";"1041962";"7.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"M422888:10";
"I_1042031:10";"1042031";"14.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"M465168:10;M473189:10;M498451:10";
"I_104348:10";"104348";"142.070000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"M457296:10;M489278:10";
"I_1044290:10";"1044290";"3.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"None";
"I_104444:10";"104444";"74.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"M453770:10";
"I_104450:10";"104450";"23.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"M484331:10";
"I_1044570:10";"1044570";"2.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"M444644:10";
"I_1044600:10";"1044600";"192.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"M444789:10";
"I_104463:10";"104463";"210.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"M445642:10;M469704:10;M472728:10;M472729:10;M486696:10;M498863:10;M498864:10;M500024:10;M500025:10;M500026:10";
"I_1044981:10";"1044981";"22.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"M487444:10;M499281:10;M500970:10";
"I_1044992:10";"1044992";"3.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"None";
"I_1045062:10";"1045062";"5.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"None";
"I_104511:10";"104511";"19.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"None";
"I_1045170:10";"1045170";"1.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"M478145:10";
"I_1045212:10";"1045212";"1.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"None";
"I_104524:10";"104524";"10.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"None";
"I_1045420:10";"1045420";"1.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"None";
"I_1045470:10";"1045470";"2.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"M460651:10";
"I_1045661:10";"1045661";"1.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"None";
"I_1045702:10";"1045702";"7.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"M499284:10";
"I_104579:10";"104579";"69.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"M438438:10";
"I_104590:10";"104590";"14.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"None";
"I_1046180:10";"1046180";"11.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"M495222:10";
"I_104631:10";"104631";"1.950000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"M444608:10;M444609:10";
"I_104645:10";"104645";"54.190000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"M481416:10;M481386:10;M487916:10;M487905:10;M487857:10;M487856:10;M487855:10;M487676:10;M487915:10;M487751:10;M487748:10;M487673:10;M487553:10;M481191:10;M481190:10;M427076:10;M482671:10";
"I_104685:10";"104685";"197.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"M471684:10";
"I_1046911:10";"1046911";"2.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"None";
"I_1046940:10";"1046940";"17.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"None";
"I_104710:10";"104710";"87.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"M438289:10;M440596:10;M489582:10";
"I_1047460:10";"1047460";"1.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"None";
"I_1047630:10";"1047630";"7.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"None";
"I_1047690:10";"1047690";"2.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"None";
"I_104828:10";"104828";"124.630000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"M411575:10;M481174:10;M481172:10;M446904:10;M490292:10;M492525:10;M495099:10;M497910:10;M497911:10;M503816:10";
"I_104860:10";"104860";"474.280000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"M447397:10;M498471:10;M498472:10";
"I_1048920:10";"1048920";"1.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"M447112:20";
"I_1049090:10";"1049090";"5.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"None";
"I_104951:10";"104951";"8.950000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"None";
"I_104968:10";"104968";"6.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"None";
"I_1050390:10";"1050390";"5.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"M461834:10";
"I_1050670:10";"1050670";"50.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"M460062:20;M463035:20";
"I_105115:10";"105115";"100.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"M456207:10";
"I_105143:10";"105143";"1010.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"None";
"I_1051630:10";"1051630";"7.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"None";
"I_1051680:10";"1051680";"7.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"None";
"I_1051820:10";"1051820";"2.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"None";
"I_1051900:10";"1051900";"5.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"None";
"I_1052070:10";"1052070";"1.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"None";
"I_1053521:10";"1053521";"1.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"M394659:10";
"I_1053560:10";"1053560";"1.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"M405837:10";
"I_1053600:10";"1053600";"1.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"M405837:10";
"I_1053640:10";"1053640";"4.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"M405837:10";
"I_1053770:10";"1053770";"1.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"M405745:10";
"I_105393:10";"105393";"78.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"None";
"I_1054030:10";"1054030";"7.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"None";
"I_1054070:10";"1054070";"15.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"None";
"I_1054120:10";"1054120";"8.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"None";
"I_1054150:10";"1054150";"8.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"None";
"I_1054260:10";"1054260";"6.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"None";
"I_105430:10";"105430";"1.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"None";
"I_1054640:10";"1054640";"1.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"None";
"I_1054870:10";"1054870";"6.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"None";
"I_1055070:10";"1055070";"8.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"None";
"I_1055140:10";"1055140";"8.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"None";
"I_1055230:10";"1055230";"1.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"None";
"I_105609:10";"105609";"65.690000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"None";
"I_1056360:10";"1056360";"1.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"M477259:10";
"I_1056500:10";"1056500";"1.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"None";
"I_105677:10";"105677";"1032.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"None";
"I_1057030:10";"1057030";"1.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"None";
"I_1057080:10";"1057080";"7.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"None";
"I_105745:10";"105745";"120.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"None";
"I_1057490:10";"1057490";"3.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"M415657:10";
"I_1057730:10";"1057730";"1.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"None";
"I_1057790:10";"1057790";"11.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"M423509:10";
"I_1057990:10";"1057990";"3.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"M440796:10;M440795:10;M447588:10";
"I_1058190:10";"1058190";"1.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"None";
"I_1058480:10";"1058480";"1.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"None";
"I_105881:10";"105881";"106.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"None";
"I_1059140:10";"1059140";"1.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"None";
"I_1059400:10";"1059400";"6.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"None";
"I_1059550:10";"1059550";"33.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"M441112:10;M440592:10";
"I_1059650:10";"1059650";"10.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"None";
"I_1059700:10";"1059700";"10.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"M440850:10";
"I_106.00.00.0120:10";"106.00.00.0120";"2.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"None";
"I_1060300:10";"1060300";"1.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"None";
"I_1060430:10";"1060430";"22.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"M497894:10";
"I_1060572:10";"1060572";"8.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"M427015:10";
"I_1060600:10";"1060600";"6.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"M427014:10;M427015:10";
"I_1060620:10";"1060620";"7.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"M460692:10";
"I_1060640:10";"1060640";"3.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"None";
"I_1060780:10";"1060780";"38.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"M486374:10";
"I_1060820:10";"1060820";"4.000000000000";"None";"2016-02-13 18:00:00";"2016-02-14 00:00:00";"DefaultInventoryResource";"None";"None";"None";"M497443:30;M486509:30";
